('1235603336.013237', '1235603336.14752')
('1235604368.756041', '1235604368.756209')
('1235604368.789419', '1235604368.787464')
('1235604368.822679', '1235604368.826533')
('1235604368.856059', '1235604368.857788')
('1235604368.88932', '1235604368.88123')
('1235604368.922701', '1235604368.920299')
('1235604368.956086', '1235604368.959368')
('1235604368.989343', '1235604368.990623')
('1235604369.022719', '1235604369.021878')
('1235604369.055976', '1235604369.56103')
('1235604369.089363', '1235604369.092202')
('1235604369.122619', '1235604369.123457')
('1235604369.156005', '1235604369.154712')
('1235604369.189262', '1235604369.185968')
('1235604369.222645', '1235604369.225037')
('1235604369.255901', '1235604369.256292')
('1235604369.289284', '1235604369.287547')
('1235604369.322541', '1235604369.318802')
('1235604369.355929', '1235604369.357871')
('1235604369.389184', '1235604369.389126')
('1235604369.422567', '1235604369.420382')
('1235604369.455955', '1235604369.451637')
('1235604369.489211', '1235604369.490706')
('1235604369.522595', '1235604369.521961')
('1235604369.555849', '1235604369.553216')
('1235604369.589235', '1235604369.592285')
('1235604369.622493', '1235604369.615726')
('1235604369.65588', '1235604369.068761')
('1235604369.689134', '1235604369.686051')
('1235604369.722514', '1235604369.717306')
('1235604369.755776', '1235604369.756375')
('1235604369.789159', '1235604369.795444')
('1235604369.822453', '1235604369.818885')
('1235604369.855797', '1235604369.857954')
('1235604369.889055', '1235604369.889209')
('1235604369.922441', '1235604369.920465')
('1235604369.955696', '1235604369.959533')
('1235604369.989076', '1235604369.990789')
('1235604370.022462', '1235604370.022044')
('1235604370.055722', '1235604370.56901')
('1235604370.089104', '1235604370.92063')
('1235604370.12235', '1235604370.07674')
('1235604370.155735', '1235604370.154878')
('1235604370.188997', '1235604370.186134')
('1235604370.222379', '1235604370.225203')
('1235604370.255632', '1235604370.256458')
('1235604370.289018', '1235604370.287713')
('1235604370.322278', '1235604370.318968')
('1235604370.35566', '1235604370.037671')
('1235604370.388919', '1235604370.389292')
('1235604370.422301', '1235604370.420547')
('1235604370.455558', '1235604370.451802')
('1235604370.488943', '1235604370.490871')
('1235604370.522325', '1235604370.522127')
('1235604370.55612', '1235604370.56901')
('1235604370.588963', '1235604370.592451')
('1235604370.62272', '1235604370.63152')
('1235604370.655604', '1235604370.654961')
('1235604370.689462', '1235604370.686216')
('1235604370.72225', '1235604370.69403')
('1235604370.755523', '1235604370.756541')
('1235604370.788891', '1235604370.787796')
('1235604370.822149', '1235604370.819051')
('1235604370.855531', '1235604370.850306')
('1235604370.8888', '1235604370.07674')
('1235604370.922174', '1235604370.928444')
('1235604370.955431', '1235604370.951885')
('1235604370.988813', '1235604370.990954')
('1235604371.022199', '1235604371.24881')
('1235604371.055456', '1235604371.53792')
('1235604371.088838', '1235604371.092534')
('1235604371.122094', '1235604371.123789')
('1235604371.155482', '1235604371.155044')
('1235604371.188736', '1235604371.186299')
('1235604371.223524', '1235604371.225368')
('1235604371.255368', '1235604371.256624')
('1235604371.290204', '1235604371.287879')
('1235604371.322006', '1235604371.319134')
('1235604371.356892', '1235604371.358203')
('1235604371.388648', '1235604371.389458')
('1235604371.422033', '1235604371.420713')
('1235604371.455289', '1235604371.451968')
('1235604371.488675', '1235604371.491037')
('1235604371.522057', '1235604371.522293')
('1235604371.555318', '1235604371.553548')
('1235604371.5887', '1235604371.006582')
('1235604371.621958', '1235604371.623872')
('1235604371.65534', '1235604371.069093')
('1235604371.688602', '1235604371.686382')
('1235604371.721982', '1235604371.725451')
('1235604371.75524', '1235604371.76452')
('1235604371.788621', '1235604371.787961')
('1235604371.821882', '1235604371.819217')
('1235604371.855265', '1235604371.858286')
('1235604371.888526', '1235604371.889541')
('1235604371.921904', '1235604371.920796')
('1235604371.955165', '1235604371.952051')
('1235604371.988547', '1235604371.983306')
('1235604372.021933', '1235604372.21772')
('1235604372.055185', '1235604372.053631')
('1235604372.088572', '1235604372.084886')
('1235604372.121828', '1235604372.123955')
('1235604372.155215', '1235604372.163024')
('1235604372.188468', '1235604372.186465')
('1235604372.221853', '1235604372.225534')
('1235604372.255117', '1235604372.256789')
('1235604372.288494', '1235604372.288044')
('1235604372.321747', '1235604372.327113')
('1235604372.355129', '1235604372.358369')
('1235604372.388387', '1235604372.389624')
('1235604372.421766', '1235604372.420879')
('1235604372.45503', '1235604372.045817')
('1235604372.488409', '1235604372.491203')
('1235604372.521664', '1235604372.522458')
('1235604372.555053', '1235604372.553714')
('1235604372.588433', '1235604372.584969')
('1235604372.621691', '1235604372.624038')
('1235604372.655077', '1235604372.655293')
('1235604372.688335', '1235604372.686548')
('1235604372.721711', '1235604372.725617')
('1235604372.754975', '1235604372.756872')
('1235604372.788356', '1235604372.788127')
('1235604372.821614', '1235604372.819383')
('1235604372.854993', '1235604372.858452')
('1235604372.888261', '1235604372.889707')
('1235604372.921638', '1235604372.920962')
('1235604372.954897', '1235604372.952217')
('1235604372.988282', '1235604372.991286')
('1235604373.02154', '1235604373.2257')
('1235604373.054921', '1235604373.053797')
('1235604373.088732', '1235604373.085052')
('1235604373.121563', '1235604373.116307')
('1235604373.154954', '1235604373.155376')
('1235604373.188204', '1235604373.186631')
('1235604373.221587', '1235604373.217886')
('1235604373.254844', '1235604373.256955')
('1235604373.288228', '1235604373.296024')
('1235604373.321483', '1235604373.319465')
('1235604373.35487', '1235604373.038169')
('1235604373.388126', '1235604373.381976')
('1235604373.421501', '1235604373.421045')
('1235604373.454759', '1235604373.460114')
('1235604373.488144', '1235604373.491369')
('1235604373.521401', '1235604373.522624')
('1235604373.554786', '1235604373.553879')
('1235604373.588163', '1235604373.585135')
('1235604373.622429', '1235604373.624203')
('1235604373.654803', '1235604373.655459')
('1235604373.689174', '1235604373.686714')
('1235604373.721444', '1235604373.717969')
('1235604373.754711', '1235604373.757038')
('1235604373.788086', '1235604373.788293')
('1235604373.821348', '1235604373.819548')
('1235604373.854727', '1235604373.858617')
('1235604373.887987', '1235604373.889873')
('1235604373.921369', '1235604373.921128')
('1235604373.954631', '1235604373.952383')
('1235604373.988009', '1235604373.991452')
('1235604374.021272', '1235604374.022707')
('1235604374.054654', '1235604374.053962')
('1235604374.088035', '1235604374.085217')
('1235604374.121292', '1235604374.124286')
('1235604374.154679', '1235604374.155542')
('1235604374.187937', '1235604374.186797')
('1235604374.221319', '1235604374.218052')
('1235604374.25458', '1235604374.23368')
('1235604374.288077', '1235604374.288376')
('1235604374.321221', '1235604374.319631')
('1235604374.354742', '1235604374.350886')
('1235604374.387858', '1235604374.389956')
('1235604374.421487', '1235604374.421211')
('1235604374.454508', '1235604374.452466')
('1235604374.488538', '1235604374.491535')
('1235604374.521131', '1235604374.514976')
('1235604374.554515', '1235604374.554045')
('1235604374.5879', '1235604374.5853')
('1235604374.621153', '1235604374.624369')
('1235604374.654555', '1235604374.655624')
('1235604374.687804', '1235604374.694694')
('1235604374.721182', '1235604374.718135')
('1235604374.754438', '1235604374.757204')
('1235604374.787822', '1235604374.788459')
('1235604374.821079', '1235604374.819714')
('1235604374.854461', '1235604374.850969')
('1235604374.88772', '1235604374.91348')
('1235604374.921102', '1235604374.921293')
('1235604374.954362', '1235604374.952549')
('1235604374.987741', '1235604374.991618')
('1235604375.021001', '1235604375.20259')
('1235604375.054381', '1235604375.054128')
('1235604375.087642', '1235604375.88239')
('1235604375.121023', '1235604375.124452')
('1235604375.154418', '1235604375.155707')
('1235604375.187664', '1235604375.186963')
('1235604375.221049', '1235604375.218218')
('1235604375.254306', '1235604375.257287')
('1235604375.287691', '1235604375.288542')
('1235604375.320946', '1235604375.319797')
('1235604375.354383', '1235604375.351052')
('1235604375.387588', '1235604375.390121')
('1235604375.420974', '1235604375.421376')
('1235604375.45423', '1235604375.046314')
('1235604375.487615', '1235604375.483887')
('1235604375.520865', '1235604375.522956')
('1235604375.554489', '1235604375.554211')
('1235604375.587507', '1235604375.585466')
('1235604375.621124', '1235604375.624535')
('1235604375.654271', '1235604375.647976')
('1235604375.687528', '1235604375.687046')
('1235604375.720907', '1235604375.718301')
('1235604375.754169', '1235604375.749556')
('1235604375.78755', '1235604375.077569')
('1235604375.820812', '1235604375.827694')
('1235604375.85419', '1235604375.085383')
('1235604375.88745', '1235604375.88239')
('1235604375.920832', '1235604375.921459')
('1235604375.954094', '1235604375.952714')
('1235604375.987472', '1235604375.991783')
('1235604376.020734', '1235604376.21057')
('1235604376.054112', '1235604376.054294')
('1235604376.08737', '1235604376.007411')
('1235604376.120751', '1235604376.124618')
('1235604376.154136', '1235604376.155873')
('1235604376.187392', '1235604376.187128')
('1235604376.220777', '1235604376.218384')
('1235604376.254036', '1235604376.257452')
('1235604376.287419', '1235604376.288708')
('1235604376.320676', '1235604376.319963')
('1235604376.35406', '1235604376.37466')
('1235604376.387317', '1235604376.390287')
('1235604376.4207', '1235604376.04648')
('1235604376.453956', '1235604376.452797')
('1235604376.487343', '1235604376.484053')
('1235604376.520601', '1235604376.523122')
('1235604376.553984', '1235604376.554377')
('1235604376.58724', '1235604376.062108')
('1235604376.620626', '1235604376.616887')
('1235604376.654009', '1235604376.655956')
('1235604376.687266', '1235604376.687211')
('1235604376.720643', '1235604376.718467')
('1235604376.753897', '1235604376.757535')
('1235604376.787282', '1235604376.788791')
('1235604376.820535', '1235604376.820046')
('1235604376.853922', '1235604376.851301')
('1235604376.887459', '1235604376.882556')
('1235604376.920563', '1235604376.921625')
('1235604376.953849', '1235604376.960694')
('1235604376.987202', '1235604376.984135')
('1235604377.020459', '1235604377.17948')
('1235604377.053844', '1235604377.50766')
('1235604377.0871', '1235604377.05446')
('1235604377.120486', '1235604377.124784')
('1235604377.155029', '1235604377.156039')
('1235604377.187127', '1235604377.187294')
('1235604377.220755', '1235604377.218549')
('1235604377.253765', '1235604377.257618')
('1235604377.28754', '1235604377.28106')
('1235604377.320403', '1235604377.320129')
('1235604377.35467', '1235604377.34357')
('1235604377.387045', '1235604377.390453')
('1235604377.421614', '1235604377.421708')
('1235604377.453683', '1235604377.452963')
('1235604377.488328', '1235604377.492032')
('1235604377.520324', '1235604377.523287')
('1235604377.555059', '1235604377.554543')
('1235604377.586965', '1235604377.585798')
('1235604377.621817', '1235604377.624867')
('1235604377.653605', '1235604377.656122')
('1235604377.688475', '1235604377.687377')
('1235604377.720371', '1235604377.718632')
('1235604377.75363', '1235604377.73426')
('1235604377.787014', '1235604377.788956')
('1235604377.820262', '1235604377.820212')
('1235604377.853643', '1235604377.851467')
('1235604377.886901', '1235604377.890536')
('1235604377.920282', '1235604377.921791')
('1235604377.953542', '1235604377.953046')
('1235604377.986923', '1235604377.984301')
('1235604378.020209', '1235604378.18746')
('1235604378.053563', '1235604378.054626')
('1235604378.086828', '1235604378.86726')
('1235604378.120207', '1235604378.117136')
('1235604378.153482', '1235604378.156205')
('1235604378.186851', '1235604378.179646')
('1235604378.220238', '1235604378.218715')
('1235604378.253487', '1235604378.257784')
('1235604378.286877', '1235604378.289039')
('1235604378.320133', '1235604378.320295')
('1235604378.353516', '1235604378.359364')
('1235604378.386768', '1235604378.390619')
('1235604378.420157', '1235604378.421874')
('1235604378.453411', '1235604378.453129')
('1235604378.4868', '1235604378.02337')
('1235604378.520051', '1235604378.523453')
('1235604378.553471', '1235604378.554708')
('1235604378.586695', '1235604378.585963')
('1235604378.620077', '1235604378.617219')
('1235604378.653332', '1235604378.656288')
('1235604378.686716', '1235604378.687543')
('1235604378.720097', '1235604378.718798')
('1235604378.75345', '1235604378.078067')
('1235604378.786737', '1235604378.789122')
('1235604378.820002', '1235604378.820377')
('1235604378.853381', '1235604378.851633')
('1235604378.886653', '1235604378.882888')
('1235604378.920012', '1235604378.921957')
('1235604378.953272', '1235604378.953212')
('1235604378.986655', '1235604378.984467')
('1235604379.019913', '1235604379.19544')
('1235604379.053296', '1235604379.54706')
('1235604379.086851', '1235604379.87524')
('1235604379.119938', '1235604379.117302')
('1235604379.153808', '1235604379.156371')
('1235604379.186578', '1235604379.187626')
('1235604379.220159', '1235604379.218881')
('1235604379.253219', '1235604379.250136')
('1235604379.28697', '1235604379.25795')
